transaction_id,line_no,transaction_date,account_number,fund_id,subsidiary_id,debit_amount,credit_amount,memo,source_gift_id
JE-001058,2,2025-08-14,4100,FND-007,SUB-01,0.0,459.29,Gift receipt GFT-001058,GFT-001058
JE-001059,1,2024-01-17,1000,FND-002,SUB-01,171.12,0.0,Gift receipt GFT-001059,GFT-001059
JE-001059,2,2024-01-17,4100,FND-002,SUB-01,0.0,171.12,Gift receipt GFT-001059,GFT-001059
JE-001060,1,2025-05-20,1000,FND-006,SUB-01,1181.47,0.0,Gift receipt GFT-001060,GFT-001060
JE-001060,2,2025-05-20,4100,FND-006,SUB-01,0.0,1181.47,Gift receipt GFT-001060,GFT-001060
JE-001061,1,2025-03-05,1000,FND-007,SUB-01,516.25,0.0,Gift receipt GFT-001061,GFT-001061
JE-001061,2,2025-03-05,4100,FND-007,SUB-01,0.0,516.25,Gift receipt GFT-001061,GFT-001061
JE-001062,1,2026-04-15,1000,FND-004,SUB-01,121.13,0.0,Gift receipt GFT-001062,GFT-001062
JE-001062,2,2026-04-15,4000,FND-004,SUB-01,0.0,121.13,Gift receipt GFT-001062,GFT-001062
JE-001063,1,2025-01-14,1000,FND-005,SUB-01,1011.49,0.0,Gift receipt GFT-001063,GFT-001063
JE-001063,2,2025-01-14,4100,FND-005,SUB-01,0.0,1011.49,Gift receipt GFT-001063,GFT-001063
JE-001064,1,2024-10-05,1000,FND-002,SUB-01,134.1,0.0,Gift receipt GFT-001064,GFT-001064
JE-001064,2,2024-10-05,4100,FND-002,SUB-01,0.0,134.1,Gift receipt GFT-001064,GFT-001064
JE-001065,1,2025-01-15,1000,FND-008,SUB-01,1472.25,0.0,Gift receipt GFT-001065,GFT-001065
JE-001065,2,2025-01-15,4100,FND-008,SUB-01,0.0,1472.25,Gift receipt GFT-001065,GFT-001065
JE-001066,1,2024-09-07,1000,FND-002,SUB-01,1084.15,0.0,Gift receipt GFT-001066,GFT-001066
JE-001066,2,2024-09-07,4100,FND-002,SUB-01,0.0,1084.15,Gift receipt GFT-001066,GFT-001066
JE-001067,1,2026-04-29,1000,FND-007,SUB-01,250.93,0.0,Gift receipt GFT-001067,GFT-001067
JE-001067,2,2026-04-29,4100,FND-007,SUB-01,0.0,250.93,Gift receipt GFT-001067,GFT-001067
JE-001068,1,2025-04-02,1000,FND-007,SUB-01,34.18,0.0,Gift receipt GFT-001068,GFT-001068
JE-001068,2,2025-04-02,4100,FND-007,SUB-01,0.0,34.18,Gift receipt GFT-001068,GFT-001068
JE-001069,1,2024-11-26,1000,FND-008,SUB-01,230.09,0.0,Gift receipt GFT-001069,GFT-001069
JE-001069,2,2024-11-26,4100,FND-008,SUB-01,0.0,230.09,Gift receipt GFT-001069,GFT-001069
JE-001070,1,2024-07-04,1000,FND-003,SUB-01,54.22,0.0,Gift receipt GFT-001070,GFT-001070
JE-001070,2,2024-07-04,4100,FND-003,SUB-01,0.0,54.22,Gift receipt GFT-001070,GFT-001070
JE-001071,1,2024-09-12,1000,FND-005,SUB-01,92.88,0.0,Gift receipt GFT-001071,GFT-001071
JE-001071,2,2024-09-12,4100,FND-005,SUB-01,0.0,92.88,Gift receipt GFT-001071,GFT-001071
JE-001072,1,2025-12-08,1000,FND-001,SUB-01,100.18,0.0,Gift receipt GFT-001072,GFT-001072
JE-001072,2,2025-12-08,4100,FND-001,SUB-01,0.0,100.18,Gift receipt GFT-001072,GFT-001072
JE-001073,1,2024-08-14,1000,FND-008,SUB-01,53.77,0.0,Gift receipt GFT-001073,GFT-001073
JE-001073,2,2024-08-14,4100,FND-008,SUB-01,0.0,53.77,Gift receipt GFT-001073,GFT-001073
JE-001074,1,2024-11-04,1000,FND-005,SUB-01,231.04,0.0,Gift receipt GFT-001074,GFT-001074
JE-001074,2,2024-11-04,4100,FND-005,SUB-01,0.0,231.04,Gift receipt GFT-001074,GFT-001074
JE-001075,1,2025-10-19,1000,FND-002,SUB-01,82.29,0.0,Gift receipt GFT-001075,GFT-001075
JE-001075,2,2025-10-19,4100,FND-002,SUB-01,0.0,82.29,Gift receipt GFT-001075,GFT-001075
JE-001076,1,2025-10-27,1000,FND-005,SUB-01,140.67,0.0,Gift receipt GFT-001076,GFT-001076
JE-001076,2,2025-10-27,4100,FND-005,SUB-01,0.0,140.67,Gift receipt GFT-001076,GFT-001076
JE-001077,1,2024-12-07,1000,FND-007,SUB-01,101.05,0.0,Gift receipt GFT-001077,GFT-001077
JE-001077,2,2024-12-07,4100,FND-007,SUB-01,0.0,101.05,Gift receipt GFT-001077,GFT-001077
JE-001078,1,2024-02-18,1000,FND-004,SUB-01,308.67,0.0,Gift receipt GFT-001078,GFT-001078
JE-001078,2,2024-02-18,4000,FND-004,SUB-01,0.0,308.67,Gift receipt GFT-001078,GFT-001078
JE-001079,1,2024-11-14,1000,FND-008,SUB-01,284.14,0.0,Gift receipt GFT-001079,GFT-001079
JE-001079,2,2024-11-14,4100,FND-008,SUB-01,0.0,284.14,Gift receipt GFT-001079,GFT-001079
JE-001080,1,2025-12-10,1000,FND-001,SUB-01,129.21,0.0,Gift receipt GFT-001080,GFT-001080
JE-001080,2,2025-12-10,4100,FND-001,SUB-01,0.0,129.21,Gift receipt GFT-001080,GFT-001080
JE-001081,1,2024-05-24,1000,FND-003,SUB-01,326.46,0.0,Gift receipt GFT-001081,GFT-001081
JE-001081,2,2024-05-24,4100,FND-003,SUB-01,0.0,326.46,Gift receipt GFT-001081,GFT-001081
JE-001082,1,2024-12-11,1000,FND-003,SUB-01,700.56,0.0,Gift receipt GFT-001082,GFT-001082
JE-001082,2,2024-12-11,4100,FND-003,SUB-01,0.0,700.56,Gift receipt GFT-001082,GFT-001082
JE-001083,1,2026-03-23,1000,FND-001,SUB-01,18.25,0.0,Gift receipt GFT-001083,GFT-001083
JE-001083,2,2026-03-23,4100,FND-001,SUB-01,0.0,18.25,Gift receipt GFT-001083,GFT-001083
JE-001084,1,2025-04-04,1000,FND-002,SUB-01,95.29,0.0,Gift receipt GFT-001084,GFT-001084
JE-001084,2,2025-04-04,4100,FND-002,SUB-01,0.0,95.29,Gift receipt GFT-001084,GFT-001084
JE-001085,1,2025-07-14,1000,FND-007,SUB-01,64.71,0.0,Gift receipt GFT-001085,GFT-001085
JE-001085,2,2025-07-14,4100,FND-007,SUB-01,0.0,64.71,Gift receipt GFT-001085,GFT-001085
JE-001086,1,2024-11-15,1000,FND-002,SUB-01,86.96,0.0,Gift receipt GFT-001086,GFT-001086
JE-001086,2,2024-11-15,4100,FND-002,SUB-01,0.0,86.96,Gift receipt GFT-001086,GFT-001086
JE-001087,1,2026-06-11,1000,FND-008,SUB-01,15.46,0.0,Gift receipt GFT-001087,GFT-001087
JE-001087,2,2026-06-11,4100,FND-008,SUB-01,0.0,15.46,Gift receipt GFT-001087,GFT-001087
JE-001088,1,2024-11-04,1000,FND-006,SUB-01,17.59,0.0,Gift receipt GFT-001088,GFT-001088
JE-001088,2,2024-11-04,4100,FND-006,SUB-01,0.0,17.59,Gift receipt GFT-001088,GFT-001088
JE-001089,1,2025-09-07,1000,FND-007,SUB-01,8.83,0.0,Gift receipt GFT-001089,GFT-001089
JE-001089,2,2025-09-07,4100,FND-007,SUB-01,0.0,8.83,Gift receipt GFT-001089,GFT-001089
JE-001090,1,2024-04-23,1000,FND-003,SUB-02,104.62,0.0,Gift receipt GFT-001090,GFT-001090
JE-001090,2,2024-04-23,4100,FND-003,SUB-02,0.0,104.62,Gift receipt GFT-001090,GFT-001090
JE-001091,1,2025-01-13,1000,FND-007,SUB-01,101.61,0.0,Gift receipt GFT-001091,GFT-001091
JE-001091,2,2025-01-13,4100,FND-007,SUB-01,0.0,101.61,Gift receipt GFT-001091,GFT-001091
JE-001092,1,2023-10-23,1000,FND-006,SUB-01,834.78,0.0,Gift receipt GFT-001092,GFT-001092
JE-001092,2,2023-10-23,4100,FND-006,SUB-01,0.0,834.78,Gift receipt GFT-001092,GFT-001092
JE-001093,1,2025-04-09,1000,FND-007,SUB-01,211.75,0.0,Gift receipt GFT-001093,GFT-001093
JE-001093,2,2025-04-09,4100,FND-007,SUB-01,0.0,211.75,Gift receipt GFT-001093,GFT-001093
JE-001094,1,2024-11-17,1000,FND-003,SUB-01,17.4,0.0,Gift receipt GFT-001094,GFT-001094
JE-001094,2,2024-11-17,4100,FND-003,SUB-01,0.0,17.4,Gift receipt GFT-001094,GFT-001094
JE-001095,1,2026-03-01,1000,FND-005,SUB-01,317.06,0.0,Gift receipt GFT-001095,GFT-001095
JE-001095,2,2026-03-01,4100,FND-005,SUB-01,0.0,317.06,Gift receipt GFT-001095,GFT-001095
JE-001096,1,2023-09-10,1000,FND-004,SUB-01,13614.1,0.0,Gift receipt GFT-001096,GFT-001096
JE-001096,2,2023-09-10,4000,FND-004,SUB-01,0.0,13614.1,Gift receipt GFT-001096,GFT-001096
JE-001097,1,2025-08-28,1000,FND-006,SUB-01,18.31,0.0,Gift receipt GFT-001097,GFT-001097
JE-001097,2,2025-08-28,4100,FND-006,SUB-01,0.0,18.31,Gift receipt GFT-001097,GFT-001097
JE-001098,1,2026-06-30,1000,FND-008,SUB-01,1208.54,0.0,Gift receipt GFT-001098,GFT-001098
JE-001098,2,2026-06-30,4100,FND-008,SUB-01,0.0,1208.54,Gift receipt GFT-001098,GFT-001098
JE-001099,1,2023-07-17,1000,FND-005,SUB-01,172.42,0.0,Gift receipt GFT-001099,GFT-001099
JE-001099,2,2023-07-17,4100,FND-005,SUB-01,0.0,172.42,Gift receipt GFT-001099,GFT-001099
JE-001100,1,2024-01-02,1000,FND-005,SUB-01,113.67,0.0,Gift receipt GFT-001100,GFT-001100
JE-001100,2,2024-01-02,4100,FND-005,SUB-01,0.0,113.67,Gift receipt GFT-001100,GFT-001100
JE-001101,1,2024-05-24,1000,FND-006,SUB-01,96.85,0.0,Gift receipt GFT-001101,GFT-001101
JE-001101,2,2024-05-24,4100,FND-006,SUB-01,0.0,96.85,Gift receipt GFT-001101,GFT-001101
JE-001102,1,2023-09-09,1000,FND-002,SUB-02,260.46,0.0,Gift receipt GFT-001102,GFT-001102
JE-001102,2,2023-09-09,4100,FND-002,SUB-02,0.0,260.46,Gift receipt GFT-001102,GFT-001102
JE-001103,1,2026-02-21,1000,FND-006,SUB-01,114.68,0.0,Gift receipt GFT-001103,GFT-001103
JE-001103,2,2026-02-21,4100,FND-006,SUB-01,0.0,114.68,Gift receipt GFT-001103,GFT-001103
JE-001104,1,2024-01-22,1000,FND-005,SUB-01,52.3,0.0,Gift receipt GFT-001104,GFT-001104
JE-001104,2,2024-01-22,4100,FND-005,SUB-01,0.0,52.3,Gift receipt GFT-001104,GFT-001104
JE-001105,1,2023-11-16,1000,FND-007,SUB-01,100.6,0.0,Gift receipt GFT-001105,GFT-001105
JE-001105,2,2023-11-16,4100,FND-007,SUB-01,0.0,100.6,Gift receipt GFT-001105,GFT-001105
JE-001106,1,2025-05-01,1000,FND-001,SUB-01,268.89,0.0,Gift receipt GFT-001106,GFT-001106
JE-001106,2,2025-05-01,4100,FND-001,SUB-01,0.0,268.89,Gift receipt GFT-001106,GFT-001106
JE-001107,1,2024-07-14,1000,FND-003,SUB-01,385.31,0.0,Gift receipt GFT-001107,GFT-001107
JE-001107,2,2024-07-14,4100,FND-003,SUB-01,0.0,385.31,Gift receipt GFT-001107,GFT-001107
JE-001108,1,2025-09-28,1000,FND-005,SUB-01,1385.02,0.0,Gift receipt GFT-001108,GFT-001108
JE-001108,2,2025-09-28,4100,FND-005,SUB-01,0.0,1385.02,Gift receipt GFT-001108,GFT-001108
JE-001109,1,2023-12-16,1000,FND-003,SUB-01,201.92,0.0,Gift receipt GFT-001109,GFT-001109
JE-001109,2,2023-12-16,4100,FND-003,SUB-01,0.0,201.92,Gift receipt GFT-001109,GFT-001109
JE-001110,1,2026-05-23,1000,FND-007,SUB-01,754.05,0.0,Gift receipt GFT-001110,GFT-001110
JE-001110,2,2026-05-23,4100,FND-007,SUB-01,0.0,754.05,Gift receipt GFT-001110,GFT-001110
JE-001111,1,2026-01-10,1000,FND-003,SUB-02,146.33,0.0,Gift receipt GFT-001111,GFT-001111
JE-001111,2,2026-01-10,4100,FND-003,SUB-02,0.0,146.33,Gift receipt GFT-001111,GFT-001111
JE-001112,1,2024-06-20,1000,FND-006,SUB-01,168.91,0.0,Gift receipt GFT-001112,GFT-001112
JE-001112,2,2024-06-20,4100,FND-006,SUB-01,0.0,168.91,Gift receipt GFT-001112,GFT-001112
JE-001113,1,2024-08-10,1000,FND-007,SUB-02,159.52,0.0,Gift receipt GFT-001113,GFT-001113
JE-001113,2,2024-08-10,4100,FND-007,SUB-02,0.0,159.52,Gift receipt GFT-001113,GFT-001113
JE-001114,1,2024-07-08,1000,FND-007,SUB-01,229.56,0.0,Gift receipt GFT-001114,GFT-001114
JE-001114,2,2024-07-08,4100,FND-007,SUB-01,0.0,229.56,Gift receipt GFT-001114,GFT-001114
JE-001115,1,2023-08-12,1000,FND-004,SUB-02,471.57,0.0,Gift receipt GFT-001115,GFT-001115
JE-001115,2,2023-08-12,4000,FND-004,SUB-02,0.0,471.57,Gift receipt GFT-001115,GFT-001115
JE-001116,1,2026-02-03,1000,FND-005,SUB-01,109.83,0.0,Gift receipt GFT-001116,GFT-001116
JE-001116,2,2026-02-03,4100,FND-005,SUB-01,0.0,109.83,Gift receipt GFT-001116,GFT-001116
JE-001117,1,2023-10-13,1000,FND-007,SUB-01,68.16,0.0,Gift receipt GFT-001117,GFT-001117
JE-001117,2,2023-10-13,4100,FND-007,SUB-01,0.0,68.16,Gift receipt GFT-001117,GFT-001117
JE-001118,1,2024-05-01,1000,FND-006,SUB-01,518.44,0.0,Gift receipt GFT-001118,GFT-001118
JE-001118,2,2024-05-01,4100,FND-006,SUB-01,0.0,518.44,Gift receipt GFT-001118,GFT-001118
JE-001119,1,2024-02-26,1000,FND-007,SUB-01,475.16,0.0,Gift receipt GFT-001119,GFT-001119
JE-001119,2,2024-02-26,4100,FND-007,SUB-01,0.0,475.16,Gift receipt GFT-001119,GFT-001119
JE-001120,1,2026-04-11,1000,FND-004,SUB-01,915.93,0.0,Gift receipt GFT-001120,GFT-001120
JE-001120,2,2026-04-11,4000,FND-004,SUB-01,0.0,915.93,Gift receipt GFT-001120,GFT-001120
JE-001121,1,2024-07-27,1000,FND-005,SUB-01,93.28,0.0,Gift receipt GFT-001121,GFT-001121
JE-001121,2,2024-07-27,4100,FND-005,SUB-01,0.0,93.28,Gift receipt GFT-001121,GFT-001121
JE-001122,1,2025-08-24,1000,FND-007,SUB-02,140.82,0.0,Gift receipt GFT-001122,GFT-001122
JE-001122,2,2025-08-24,4100,FND-007,SUB-02,0.0,140.82,Gift receipt GFT-001122,GFT-001122
JE-001123,1,2024-09-16,1000,FND-004,SUB-01,542.52,0.0,Gift receipt GFT-001123,GFT-001123
JE-001123,2,2024-09-16,4000,FND-004,SUB-01,0.0,542.52,Gift receipt GFT-001123,GFT-001123
JE-001124,1,2024-07-04,1000,FND-003,SUB-02,108.51,0.0,Gift receipt GFT-001124,GFT-001124
JE-001124,2,2024-07-04,4100,FND-003,SUB-02,0.0,108.51,Gift receipt GFT-001124,GFT-001124
JE-001125,1,2025-02-15,1000,FND-004,SUB-01,366.69,0.0,Gift receipt GFT-001125,GFT-001125
JE-001125,2,2025-02-15,4000,FND-004,SUB-01,0.0,366.69,Gift receipt GFT-001125,GFT-001125
JE-001126,1,2024-11-25,1000,FND-008,SUB-01,147.0,0.0,Gift receipt GFT-001126,GFT-001126
JE-001126,2,2024-11-25,4100,FND-008,SUB-01,0.0,147.0,Gift receipt GFT-001126,GFT-001126
JE-001127,1,2023-07-23,1000,FND-003,SUB-01,258.91,0.0,Gift receipt GFT-001127,GFT-001127
JE-001127,2,2023-07-23,4100,FND-003,SUB-01,0.0,258.91,Gift receipt GFT-001127,GFT-001127
JE-001128,1,2025-09-23,1000,FND-007,SUB-01,51.29,0.0,Gift receipt GFT-001128,GFT-001128
JE-001128,2,2025-09-23,4100,FND-007,SUB-01,0.0,51.29,Gift receipt GFT-001128,GFT-001128
JE-001129,1,2024-12-07,1000,FND-002,SUB-02,199.08,0.0,Gift receipt GFT-001129,GFT-001129
JE-001129,2,2024-12-07,4100,FND-002,SUB-02,0.0,199.08,Gift receipt GFT-001129,GFT-001129
JE-001130,1,2023-10-30,1000,FND-006,SUB-01,6.75,0.0,Gift receipt GFT-001130,GFT-001130
JE-001130,2,2023-10-30,4100,FND-006,SUB-01,0.0,6.75,Gift receipt GFT-001130,GFT-001130
JE-001131,1,2026-02-19,1000,FND-001,SUB-01,683.07,0.0,Gift receipt GFT-001131,GFT-001131
JE-001131,2,2026-02-19,4100,FND-001,SUB-01,0.0,683.07,Gift receipt GFT-001131,GFT-001131
JE-001132,1,2024-12-01,1000,FND-007,SUB-01,426.3,0.0,Gift receipt GFT-001132,GFT-001132
JE-001132,2,2024-12-01,4100,FND-007,SUB-01,0.0,426.3,Gift receipt GFT-001132,GFT-001132
JE-001133,1,2025-09-16,1000,FND-003,SUB-01,63.83,0.0,Gift receipt GFT-001133,GFT-001133
JE-001133,2,2025-09-16,4100,FND-003,SUB-01,0.0,63.83,Gift receipt GFT-001133,GFT-001133
JE-001134,1,2023-09-23,1000,FND-003,SUB-01,1239.05,0.0,Gift receipt GFT-001134,GFT-001134
JE-001134,2,2023-09-23,4100,FND-003,SUB-01,0.0,1239.05,Gift receipt GFT-001134,GFT-001134
JE-001135,1,2024-06-12,1000,FND-008,SUB-01,632.19,0.0,Gift receipt GFT-001135,GFT-001135
JE-001135,2,2024-06-12,4100,FND-008,SUB-01,0.0,632.19,Gift receipt GFT-001135,GFT-001135
JE-001136,1,2026-03-05,1000,FND-002,SUB-01,53.68,0.0,Gift receipt GFT-001136,GFT-001136
JE-001136,2,2026-03-05,4100,FND-002,SUB-01,0.0,53.68,Gift receipt GFT-001136,GFT-001136
JE-001137,1,2026-06-26,1000,FND-003,SUB-01,101.3,0.0,Gift receipt GFT-001137,GFT-001137
JE-001137,2,2026-06-26,4100,FND-003,SUB-01,0.0,101.3,Gift receipt GFT-001137,GFT-001137
JE-001138,1,2024-02-26,1000,FND-001,SUB-01,56.7,0.0,Gift receipt GFT-001138,GFT-001138
JE-001138,2,2024-02-26,4100,FND-001,SUB-01,0.0,56.7,Gift receipt GFT-001138,GFT-001138
JE-001139,1,2026-04-20,1000,FND-006,SUB-01,267.14,0.0,Gift receipt GFT-001139,GFT-001139
JE-001139,2,2026-04-20,4100,FND-006,SUB-01,0.0,267.14,Gift receipt GFT-001139,GFT-001139
JE-001140,1,2025-02-04,1000,FND-005,SUB-01,96.8,0.0,Gift receipt GFT-001140,GFT-001140
JE-001140,2,2025-02-04,4100,FND-005,SUB-01,0.0,96.8,Gift receipt GFT-001140,GFT-001140
JE-001141,1,2025-04-02,1000,FND-003,SUB-01,22.12,0.0,Gift receipt GFT-001141,GFT-001141
JE-001141,2,2025-04-02,4100,FND-003,SUB-01,0.0,22.12,Gift receipt GFT-001141,GFT-001141
JE-001142,1,2026-04-03,1000,FND-008,SUB-01,168.09,0.0,Gift receipt GFT-001142,GFT-001142
JE-001142,2,2026-04-03,4100,FND-008,SUB-01,0.0,168.09,Gift receipt GFT-001142,GFT-001142
JE-001143,1,2024-07-21,1000,FND-001,SUB-01,493.98,0.0,Gift receipt GFT-001143,GFT-001143
JE-001143,2,2024-07-21,4100,FND-001,SUB-01,0.0,493.98,Gift receipt GFT-001143,GFT-001143
JE-001144,1,2024-07-12,1000,FND-008,SUB-01,203.63,0.0,Gift receipt GFT-001144,GFT-001144
JE-001144,2,2024-07-12,4100,FND-008,SUB-01,0.0,203.63,Gift receipt GFT-001144,GFT-001144
JE-001145,1,2024-06-04,1000,FND-007,SUB-01,329.58,0.0,Gift receipt GFT-001145,GFT-001145
JE-001145,2,2024-06-04,4100,FND-007,SUB-01,0.0,329.58,Gift receipt GFT-001145,GFT-001145
JE-001146,1,2026-04-09,1000,FND-008,SUB-01,225.83,0.0,Gift receipt GFT-001146,GFT-001146
JE-001146,2,2026-04-09,4100,FND-008,SUB-01,0.0,225.83,Gift receipt GFT-001146,GFT-001146
JE-001147,1,2026-03-22,1000,FND-008,SUB-01,405.75,0.0,Gift receipt GFT-001147,GFT-001147
JE-001147,2,2026-03-22,4100,FND-008,SUB-01,0.0,405.75,Gift receipt GFT-001147,GFT-001147
JE-001148,1,2024-04-29,1000,FND-006,SUB-02,249.04,0.0,Gift receipt GFT-001148,GFT-001148
JE-001148,2,2024-04-29,4100,FND-006,SUB-02,0.0,249.04,Gift receipt GFT-001148,GFT-001148
JE-001149,1,2024-08-22,1000,FND-003,SUB-01,158.38,0.0,Gift receipt GFT-001149,GFT-001149
JE-001149,2,2024-08-22,4100,FND-003,SUB-01,0.0,158.38,Gift receipt GFT-001149,GFT-001149
JE-001150,1,2026-05-08,1000,FND-004,SUB-01,200.88,0.0,Gift receipt GFT-001150,GFT-001150
JE-001150,2,2026-05-08,4000,FND-004,SUB-01,0.0,200.88,Gift receipt GFT-001150,GFT-001150
JE-001151,1,2026-06-15,1000,FND-003,SUB-01,961.06,0.0,Gift receipt GFT-001151,GFT-001151
JE-001151,2,2026-06-15,4100,FND-003,SUB-01,0.0,961.06,Gift receipt GFT-001151,GFT-001151
JE-001152,1,2023-12-06,1000,FND-008,SUB-01,351.54,0.0,Gift receipt GFT-001152,GFT-001152
JE-001152,2,2023-12-06,4100,FND-008,SUB-01,0.0,351.54,Gift receipt GFT-001152,GFT-001152
JE-001153,1,2025-05-09,1000,FND-005,SUB-01,63.62,0.0,Gift receipt GFT-001153,GFT-001153
JE-001153,2,2025-05-09,4100,FND-005,SUB-01,0.0,63.62,Gift receipt GFT-001153,GFT-001153
JE-001154,1,2025-09-17,1000,FND-002,SUB-01,197.4,0.0,Gift receipt GFT-001154,GFT-001154
JE-001154,2,2025-09-17,4100,FND-002,SUB-01,0.0,197.4,Gift receipt GFT-001154,GFT-001154
JE-001155,1,2024-05-15,1000,FND-002,SUB-01,261.8,0.0,Gift receipt GFT-001155,GFT-001155
JE-001155,2,2024-05-15,4100,FND-002,SUB-01,0.0,261.8,Gift receipt GFT-001155,GFT-001155
JE-001156,1,2026-03-29,1000,FND-005,SUB-01,152.81,0.0,Gift receipt GFT-001156,GFT-001156
JE-001156,2,2026-03-29,4100,FND-005,SUB-01,0.0,152.81,Gift receipt GFT-001156,GFT-001156
JE-001157,1,2025-05-08,1000,FND-008,SUB-02,22.23,0.0,Gift receipt GFT-001157,GFT-001157
JE-001157,2,2025-05-08,4100,FND-008,SUB-02,0.0,22.23,Gift receipt GFT-001157,GFT-001157
JE-001158,1,2024-03-22,1000,FND-001,SUB-01,70.36,0.0,Gift receipt GFT-001158,GFT-001158
JE-001158,2,2024-03-22,4100,FND-001,SUB-01,0.0,70.36,Gift receipt GFT-001158,GFT-001158
JE-001159,1,2025-04-27,1000,FND-002,SUB-01,115.01,0.0,Gift receipt GFT-001159,GFT-001159
JE-001159,2,2025-04-27,4100,FND-002,SUB-01,0.0,115.01,Gift receipt GFT-001159,GFT-001159
JE-001160,1,2025-09-09,1000,FND-007,SUB-01,1445.86,0.0,Gift receipt GFT-001160,GFT-001160
JE-001160,2,2025-09-09,4100,FND-007,SUB-01,0.0,1445.86,Gift receipt GFT-001160,GFT-001160
JE-001161,1,2024-06-29,1000,FND-007,SUB-01,309.4,0.0,Gift receipt GFT-001161,GFT-001161
JE-001161,2,2024-06-29,4100,FND-007,SUB-01,0.0,309.4,Gift receipt GFT-001161,GFT-001161
JE-001162,1,2023-08-12,1000,FND-003,SUB-01,33.05,0.0,Gift receipt GFT-001162,GFT-001162
JE-001162,2,2023-08-12,4100,FND-003,SUB-01,0.0,33.05,Gift receipt GFT-001162,GFT-001162
JE-001163,1,2025-10-03,1000,FND-003,SUB-01,163.53,0.0,Gift receipt GFT-001163,GFT-001163
JE-001163,2,2025-10-03,4100,FND-003,SUB-01,0.0,163.53,Gift receipt GFT-001163,GFT-001163
JE-001164,1,2025-03-05,1000,FND-007,SUB-01,779.28,0.0,Gift receipt GFT-001164,GFT-001164
JE-001164,2,2025-03-05,4100,FND-007,SUB-01,0.0,779.28,Gift receipt GFT-001164,GFT-001164
JE-001165,1,2024-03-27,1000,FND-002,SUB-01,95.4,0.0,Gift receipt GFT-001165,GFT-001165
JE-001165,2,2024-03-27,4100,FND-002,SUB-01,0.0,95.4,Gift receipt GFT-001165,GFT-001165
JE-001166,1,2026-05-15,1000,FND-008,SUB-01,568.05,0.0,Gift receipt GFT-001166,GFT-001166
JE-001166,2,2026-05-15,4100,FND-008,SUB-01,0.0,568.05,Gift receipt GFT-001166,GFT-001166
JE-001167,1,2025-09-02,1000,FND-005,SUB-01,34.08,0.0,Gift receipt GFT-001167,GFT-001167
JE-001167,2,2025-09-02,4100,FND-005,SUB-01,0.0,34.08,Gift receipt GFT-001167,GFT-001167
JE-001168,1,2024-01-02,1000,FND-006,SUB-01,8.04,0.0,Gift receipt GFT-001168,GFT-001168
JE-001168,2,2024-01-02,4100,FND-006,SUB-01,0.0,8.04,Gift receipt GFT-001168,GFT-001168
JE-001169,1,2025-12-06,1000,FND-002,SUB-01,678.77,0.0,Gift receipt GFT-001169,GFT-001169
JE-001169,2,2025-12-06,4100,FND-002,SUB-01,0.0,678.77,Gift receipt GFT-001169,GFT-001169
JE-001170,1,2026-05-18,1000,FND-008,SUB-01,108.91,0.0,Gift receipt GFT-001170,GFT-001170
JE-001170,2,2026-05-18,4100,FND-008,SUB-01,0.0,108.91,Gift receipt GFT-001170,GFT-001170
JE-001171,1,2024-05-14,1000,FND-002,SUB-01,23.18,0.0,Gift receipt GFT-001171,GFT-001171
JE-001171,2,2024-05-14,4100,FND-002,SUB-01,0.0,23.18,Gift receipt GFT-001171,GFT-001171
JE-001172,1,2026-02-13,1000,FND-002,SUB-01,118.23,0.0,Gift receipt GFT-001172,GFT-001172
JE-001172,2,2026-02-13,4100,FND-002,SUB-01,0.0,118.23,Gift receipt GFT-001172,GFT-001172
JE-001173,1,2025-03-09,1000,FND-003,SUB-01,223.51,0.0,Gift receipt GFT-001173,GFT-001173
JE-001173,2,2025-03-09,4100,FND-003,SUB-01,0.0,223.51,Gift receipt GFT-001173,GFT-001173
JE-001174,1,2024-11-22,1000,FND-007,SUB-01,297.12,0.0,Gift receipt GFT-001174,GFT-001174
JE-001174,2,2024-11-22,4100,FND-007,SUB-01,0.0,297.12,Gift receipt GFT-001174,GFT-001174
JE-001175,1,2023-10-06,1000,FND-002,SUB-01,11.74,0.0,Gift receipt GFT-001175,GFT-001175
JE-001175,2,2023-10-06,4100,FND-002,SUB-01,0.0,11.74,Gift receipt GFT-001175,GFT-001175
JE-001176,1,2026-05-18,1000,FND-007,SUB-01,87.88,0.0,Gift receipt GFT-001176,GFT-001176
JE-001176,2,2026-05-18,4100,FND-007,SUB-01,0.0,87.88,Gift receipt GFT-001176,GFT-001176
JE-001177,1,2024-01-12,1000,FND-005,SUB-01,193.42,0.0,Gift receipt GFT-001177,GFT-001177
JE-001177,2,2024-01-12,4100,FND-005,SUB-01,0.0,193.42,Gift receipt GFT-001177,GFT-001177
JE-001178,1,2024-12-04,1000,FND-002,SUB-01,296.36,0.0,Gift receipt GFT-001178,GFT-001178
JE-001178,2,2024-12-04,4100,FND-002,SUB-01,0.0,296.36,Gift receipt GFT-001178,GFT-001178
JE-001179,1,2023-08-03,1000,FND-008,SUB-01,62.87,0.0,Gift receipt GFT-001179,GFT-001179
JE-001179,2,2023-08-03,4100,FND-008,SUB-01,0.0,62.87,Gift receipt GFT-001179,GFT-001179
JE-001180,1,2024-07-10,1000,FND-001,SUB-01,144.42,0.0,Gift receipt GFT-001180,GFT-001180
