pledge_id,donor_id,fund_id,pledge_date,pledged_amount,paid_amount,status
PLG-00371,DNR-00106,FND-008,2025-07-07,1747.86,1531.3,Active
PLG-00372,DNR-00613,FND-008,2025-10-24,1087.11,928.5,Active
PLG-00373,DNR-00105,FND-008,2026-02-23,215.38,186.43,Active
PLG-00374,DNR-00742,FND-005,2025-06-19,7697.01,3954.44,Active
PLG-00375,DNR-01049,FND-008,2024-05-06,163.43,87.38,Active
PLG-00376,DNR-00431,FND-005,2026-05-04,1718.6,572.53,Active
PLG-00377,DNR-00051,FND-004,2023-07-22,1023.81,481.48,Active
PLG-00378,DNR-00779,FND-006,2025-10-31,205.58,141.25,Active
PLG-00379,DNR-DUP008,FND-003,2025-10-13,587.4,122.84,Active
PLG-00380,DNR-00840,FND-008,2023-09-08,614.77,156.24,Active
PLG-00381,DNR-00903,FND-008,2025-12-16,2454.27,1717.59,Active
PLG-00382,DNR-00421,FND-007,2024-04-21,325.93,220.63,Active
PLG-00383,DNR-DUP006,FND-003,2025-12-26,511.86,256.44,Active
PLG-00384,DNR-00113,FND-008,2024-10-31,64.32,16.45,Active
PLG-00385,DNR-01135,FND-007,2024-06-18,3769.75,3734.63,Active
PLG-00386,DNR-00834,FND-003,2025-02-08,228.04,79.8,Active
PLG-00387,DNR-00496,FND-001,2024-04-19,922.34,333.31,Active
PLG-00388,DNR-00471,FND-005,2025-01-24,601.0,223.9,Active
PLG-00389,DNR-00057,FND-007,2024-12-11,603.05,303.5,Active
PLG-00390,DNR-00005,FND-007,2025-06-04,1494.97,1145.41,Active
PLG-00391,DNR-00897,FND-007,2025-04-22,3537.81,2559.58,Active
PLG-00392,DNR-00186,FND-003,2026-05-01,855.34,703.79,Active
PLG-00393,DNR-00100,FND-001,2025-08-22,1280.59,608.16,Active
PLG-00394,DNR-01088,FND-006,2025-02-08,924.17,821.76,Active
PLG-00395,DNR-00698,FND-004,2024-02-04,1840.02,1150.69,Active
PLG-00396,DNR-01066,FND-001,2024-12-06,418.67,122.74,Active
PLG-00397,DNR-00637,FND-003,2026-06-19,1949.62,649.95,Active
PLG-00398,DNR-00910,FND-007,2025-03-11,2019.29,1699.69,Active
PLG-00399,DNR-00062,FND-008,2025-11-15,1963.6,1917.45,Active
PLG-00400,DNR-00915,FND-007,2023-08-26,343.73,220.17,Active
PLG-00401,DNR-DUP008,FND-003,2024-06-10,562.09,417.63,Active
PLG-00402,DNR-00985,FND-001,2024-01-07,845.11,251.74,Active
PLG-00403,DNR-00668,FND-007,2025-10-27,168.87,117.73,Active
PLG-00404,DNR-01182,FND-003,2026-02-21,3277.78,3074.57,Active
PLG-00405,DNR-00327,FND-008,2024-08-19,657.03,428.84,Active
PLG-00406,DNR-00516,FND-003,2025-03-26,883.53,760.8,Active
PLG-00407,DNR-00356,FND-002,2026-02-25,373.53,244.25,Active
PLG-00408,DNR-00635,FND-005,2024-02-21,176.46,164.56,Active
PLG-00409,DNR-00375,FND-001,2026-02-19,363.57,196.94,Active
PLG-00410,DNR-00085,FND-003,2026-06-14,828.16,168.61,Active
PLG-00411,DNR-00163,FND-003,2023-08-13,1304.31,769.72,Active
PLG-00412,DNR-00008,FND-002,2026-03-28,781.95,248.43,Active
PLG-00413,DNR-00557,FND-002,2025-09-23,940.79,459.75,Active
PLG-00414,DNR-00282,FND-002,2023-10-22,474.84,199.59,Active
PLG-00415,DNR-00851,FND-003,2026-02-10,1092.53,977.55,Active
PLG-00416,DNR-00201,FND-006,2024-06-15,2930.22,1335.1,Active
PLG-00417,DNR-00917,FND-005,2025-01-15,1345.86,706.04,Active
PLG-00418,DNR-00816,FND-001,2026-03-12,1494.49,503.12,Active
PLG-00419,DNR-00599,FND-004,2024-08-17,892.49,560.17,Active
PLG-00420,DNR-01040,FND-008,2024-04-16,147.95,31.18,Active
PLG-00421,DNR-00443,FND-007,2026-06-30,234.0,215.67,Active
PLG-00422,DNR-00101,FND-002,2024-12-13,1048.25,802.72,Active
PLG-00423,DNR-00315,FND-004,2024-04-01,657.91,308.2,Active
PLG-00424,DNR-01089,FND-006,2026-04-20,1032.61,538.06,Active
PLG-00425,DNR-00943,FND-001,2024-01-12,3556.11,2713.15,Active
PLG-00426,DNR-01159,FND-007,2026-04-12,1374.76,676.36,Active
PLG-00427,DNR-00990,FND-003,2023-08-26,2342.29,1610.19,Active
PLG-00428,DNR-01171,FND-003,2023-10-03,731.2,507.41,Active
PLG-00429,DNR-01126,FND-006,2024-03-15,296.72,87.63,Active
PLG-00430,DNR-01158,FND-008,2023-07-08,627.74,245.21,Active
PLG-00431,DNR-00405,FND-008,2025-05-28,297.45,257.32,Active
PLG-00432,DNR-00212,FND-006,2025-07-31,3159.9,1909.9,Active
PLG-00433,DNR-00159,FND-007,2024-09-05,1466.14,1365.84,Active
PLG-00434,DNR-00171,FND-005,2024-06-02,1119.36,942.12,Active
PLG-00435,DNR-00956,FND-006,2026-01-27,2289.17,2240.81,Active
PLG-00436,DNR-00635,FND-003,2025-03-04,88.23,39.01,Active
PLG-00437,DNR-00488,FND-007,2024-05-20,1197.68,777.33,Active
PLG-00438,DNR-00164,FND-004,2023-11-21,179.35,91.18,Active
PLG-00439,DNR-00963,FND-008,2024-10-25,660.33,226.0,Active
PLG-00440,DNR-00945,FND-008,2024-06-16,487.01,393.4,Active
PLG-00441,DNR-00392,FND-005,2024-08-08,1289.15,1167.32,Active
PLG-00442,DNR-00624,FND-008,2026-05-28,835.63,588.06,Active
PLG-00443,DNR-00771,FND-006,2026-03-02,2553.24,1522.56,Active
PLG-00444,DNR-00630,FND-004,2026-05-27,364.35,105.03,Active
PLG-00445,DNR-00321,FND-001,2024-10-06,1351.69,1207.38,Active
PLG-00446,DNR-00039,FND-005,2024-03-13,782.29,325.56,Active
PLG-00447,DNR-00858,FND-001,2023-09-01,129.63,56.31,Active
PLG-00448,DNR-00020,FND-002,2025-11-05,265.44,206.19,Active
PLG-00449,DNR-00979,FND-007,2024-03-18,572.56,434.69,Active
PLG-00450,DNR-00783,FND-003,2024-03-14,2022.91,870.63,Active
PLG-00451,DNR-00068,FND-004,2025-10-22,1057.56,521.14,Active
PLG-00452,DNR-00174,FND-005,2023-10-29,206.95,170.84,Active
PLG-00453,DNR-00304,FND-008,2024-11-07,578.06,537.54,Active
PLG-00454,DNR-00943,FND-003,2024-07-08,5003.07,1435.81,Active
PLG-00455,DNR-00530,FND-008,2025-05-03,743.39,384.19,Active
PLG-00456,DNR-00027,FND-001,2023-11-12,479.47,257.42,Active
PLG-00457,DNR-00457,FND-004,2025-05-06,1087.61,671.45,Active
PLG-00458,DNR-00559,FND-008,2025-03-19,1427.09,982.77,Active
PLG-00459,DNR-00497,FND-006,2025-11-01,421.51,139.46,Active
PLG-00460,DNR-00986,FND-008,2023-12-16,1099.46,821.86,Active
PLG-00461,DNR-00041,FND-003,2024-06-05,478.72,472.19,Active
PLG-00462,DNR-00617,FND-008,2024-10-26,1365.57,744.26,Active
PLG-00463,DNR-00416,FND-003,2023-08-02,788.15,411.53,Active
PLG-00464,DNR-00114,FND-007,2025-03-07,1077.04,710.54,Active
PLG-00465,DNR-00639,FND-005,2024-04-24,311.32,272.08,Active
PLG-00466,DNR-00666,FND-006,2024-12-14,292.57,164.22,Active
PLG-00467,DNR-00582,FND-003,2024-11-21,1712.14,1244.6,Active
PLG-00468,DNR-00295,FND-001,2025-12-03,614.37,184.28,Active
PLG-00469,DNR-00549,FND-004,2024-08-06,884.51,490.28,Active
PLG-00470,DNR-01177,FND-007,2023-08-09,489.61,217.69,Active
PLG-00471,DNR-DUP008,FND-003,2025-06-10,1633.9,689.08,Active
PLG-00472,DNR-00456,FND-006,2026-01-21,362.2,123.01,Active
PLG-00473,DNR-01047,FND-002,2024-09-26,580.8,208.22,Active
PLG-00474,DNR-00477,FND-005,2025-05-28,1459.71,579.53,Active
PLG-00475,DNR-00427,FND-001,2024-07-05,2149.45,857.29,Active
PLG-00476,DNR-00208,FND-003,2024-05-08,393.96,389.47,Active
PLG-00477,DNR-00520,FND-001,2025-08-05,4720.57,2051.07,Active
PLG-00478,DNR-00323,FND-001,2024-11-07,909.82,320.9,Active
PLG-00479,DNR-00149,FND-007,2023-10-07,234.41,90.04,Active
PLG-00480,DNR-00669,FND-002,2023-08-28,962.04,289.01,Active
PLG-00481,DNR-00731,FND-006,2026-06-29,453.5,267.56,Active
PLG-00482,DNR-DUP003,FND-005,2023-10-16,1026.66,911.02,Active
PLG-00483,DNR-00613,FND-006,2025-09-13,637.24,266.82,Active
PLG-00484,DNR-00321,FND-006,2025-08-01,716.43,318.41,Active
PLG-00485,DNR-00477,FND-001,2026-03-22,267.31,236.48,Active
PLG-00486,DNR-00187,FND-004,2025-06-07,1790.16,1461.77,Active
PLG-00487,DNR-00458,FND-005,2024-12-02,209.32,193.15,Active
PLG-00488,DNR-00964,FND-002,2025-05-13,219.47,207.46,Active
PLG-00489,DNR-00644,FND-006,2026-04-12,960.41,723.77,Active
PLG-00490,DNR-00804,FND-007,2024-10-15,3303.85,3170.09,Active
PLG-00491,DNR-00270,FND-005,2025-10-16,467.5,158.46,Active
PLG-00492,DNR-00882,FND-002,2025-10-18,1340.73,532.04,Active
PLG-00493,DNR-01099,FND-006,2025-12-02,1945.63,597.9,Active
PLG-00494,DNR-00002,FND-008,2025-12-09,1502.2,585.79,Active
PLG-00495,DNR-00593,FND-003,2023-10-21,487.26,463.7,Active
PLG-00496,DNR-00790,FND-006,2025-11-07,223.4,100.87,Active
PLG-00497,DNR-00159,FND-005,2024-07-23,73.15,49.49,Active
PLG-00498,DNR-00866,FND-001,2026-04-30,511.4,382.87,Active
PLG-00499,DNR-00078,FND-002,2023-09-29,2160.48,504.74,Active
PLG-00500,DNR-00856,FND-002,2023-10-11,216.12,56.82,Active
PLG-00501,DNR-00995,FND-002,2024-08-28,1339.71,1053.2,Active
PLG-00502,DNR-00801,FND-002,2025-08-29,257.2,59.31,Active
PLG-00503,DNR-00234,FND-007,2026-05-06,739.57,703.05,Active
PLG-00504,DNR-00722,FND-002,2026-06-15,1349.91,780.93,Active
PLG-00505,DNR-00862,FND-001,2025-06-17,343.95,293.68,Active
PLG-00506,DNR-00782,FND-006,2025-09-27,788.78,553.86,Active
PLG-00507,DNR-00329,FND-007,2026-03-07,439.18,354.42,Active
PLG-00508,DNR-00982,FND-003,2026-03-26,1346.34,458.94,Active
PLG-00509,DNR-01135,FND-002,2025-02-14,841.61,967.85,Paid in Full
PLG-00510,DNR-00939,FND-004,2025-06-20,703.81,392.69,Active
PLG-00511,DNR-01057,FND-004,2023-08-28,3160.07,1693.73,Active
PLG-00512,DNR-00820,FND-008,2026-05-31,1289.88,1248.01,Active
PLG-00513,DNR-01167,FND-006,2024-01-28,333.5,269.53,Active
PLG-00514,DNR-00582,FND-004,2025-10-21,610.41,435.37,Active
PLG-00515,DNR-00794,FND-008,2024-12-21,616.53,350.9,Active
PLG-00516,DNR-00777,FND-007,2026-01-06,720.77,469.54,Active
PLG-00517,DNR-00692,FND-008,2024-01-23,8304.14,4135.95,Active
PLG-00518,DNR-00883,FND-001,2025-06-19,963.77,257.52,Active
PLG-00519,DNR-00824,FND-004,2025-03-13,86.84,63.83,Active
PLG-00520,DNR-01032,FND-001,2025-12-15,386.53,154.29,Active
PLG-00521,DNR-00034,FND-001,2024-04-01,96.32,35.41,Active
PLG-00522,DNR-00709,FND-007,2025-05-09,478.28,229.38,Active
PLG-00523,DNR-00962,FND-008,2026-03-14,91.17,73.55,Active
PLG-00524,DNR-00410,FND-002,2025-08-14,278.22,232.5,Active
PLG-00525,DNR-00222,FND-003,2025-10-29,145.37,86.66,Active
PLG-00526,DNR-00985,FND-003,2023-07-26,976.68,279.51,Active
PLG-00527,DNR-00118,FND-003,2025-08-06,665.5,586.77,Active
PLG-00528,DNR-00658,FND-001,2023-10-27,900.51,868.31,Active
PLG-00529,DNR-00065,FND-001,2024-08-31,599.11,597.57,Active
PLG-00530,DNR-00939,FND-004,2026-05-31,164.96,107.95,Active
PLG-00531,DNR-00774,FND-002,2025-09-10,1111.56,675.83,Active
PLG-00532,DNR-00578,FND-004,2026-06-12,4547.01,1689.87,Active
PLG-00533,DNR-00057,FND-001,2023-12-10,1001.46,376.36,Active
PLG-00534,DNR-00630,FND-004,2023-08-06,434.45,188.05,Active
PLG-00535,DNR-00570,FND-002,2025-12-13,159.48,94.63,Active
PLG-00536,DNR-00846,FND-006,2025-01-06,268.25,266.45,Active
PLG-00537,DNR-01049,FND-008,2024-08-02,1046.33,555.23,Active
PLG-00538,DNR-00774,FND-003,2024-04-23,1945.2,948.05,Active
PLG-00539,DNR-00671,FND-007,2023-10-23,863.39,405.33,Active
PLG-00540,DNR-00077,FND-003,2024-10-02,1480.13,300.97,Active
PLG-00541,DNR-00763,FND-007,2026-02-13,1349.75,1238.14,Active
PLG-00542,DNR-00210,FND-003,2025-07-06,1103.82,619.56,Active
PLG-00543,DNR-01155,FND-001,2024-12-19,344.3,90.57,Active
PLG-00544,DNR-00340,FND-001,2025-05-20,791.49,223.07,Active
PLG-00545,DNR-00089,FND-002,2024-07-03,284.75,72.77,Active
PLG-00546,DNR-01080,FND-005,2025-01-15,676.84,253.14,Active
PLG-00547,DNR-01196,FND-007,2024-07-31,925.99,545.16,Active
PLG-00548,DNR-00971,FND-007,2025-04-22,3564.52,1899.99,Active
PLG-00549,DNR-00578,FND-005,2025-03-12,179.52,154.98,Active
PLG-00550,DNR-00532,FND-003,2024-11-26,1076.54,349.05,Active
PLG-00551,DNR-00392,FND-002,2024-11-12,2925.55,1841.2,Active
PLG-00552,DNR-00158,FND-005,2025-07-21,1420.62,1270.95,Active
PLG-00553,DNR-00226,FND-001,2024-05-08,1529.88,356.83,Active
PLG-00554,DNR-DUP002,FND-002,2024-12-21,1197.15,603.61,Active
PLG-00555,DNR-00510,FND-007,2023-07-14,2436.54,2023.28,Active
PLG-00556,DNR-00931,FND-002,2026-04-22,224.2,113.58,Active
PLG-00557,DNR-00209,FND-003,2025-04-06,166.35,108.84,Active
PLG-00558,DNR-00293,FND-005,2026-03-22,660.94,580.04,Active
PLG-00559,DNR-00433,FND-005,2023-11-07,76.62,40.41,Active
PLG-00560,DNR-00161,FND-005,2024-01-07,2277.07,2220.28,Active
PLG-00561,DNR-00213,FND-002,2024-01-29,2254.57,808.05,Active
PLG-00562,DNR-00701,FND-002,2024-10-17,431.23,193.9,Active
PLG-00563,DNR-00912,FND-001,2025-03-26,459.08,149.32,Active
PLG-00564,DNR-00740,FND-007,2023-07-03,618.72,278.09,Active
PLG-00565,DNR-00098,FND-007,2026-01-14,700.66,461.05,Active
PLG-00566,DNR-01031,FND-008,2026-06-13,755.34,211.55,Active
PLG-00567,DNR-00215,FND-005,2025-06-24,1162.39,430.25,Active
PLG-00568,DNR-00645,FND-008,2024-03-13,559.68,453.53,Active
PLG-00569,DNR-00672,FND-008,2025-01-01,1708.2,1634.91,Active
PLG-00570,DNR-00549,FND-001,2024-09-28,1038.93,864.85,Active
PLG-00571,DNR-00922,FND-005,2024-12-10,362.5,134.79,Active
PLG-00572,DNR-01076,FND-008,2023-07-08,2527.82,1755.8,Active
PLG-00573,DNR-00219,FND-004,2025-09-13,171.01,116.87,Active
PLG-00574,DNR-00592,FND-002,2024-07-15,606.58,484.19,Active
PLG-00575,DNR-00616,FND-002,2023-07-09,1749.21,1491.47,Active
PLG-00576,DNR-00344,FND-007,2026-01-09,322.77,279.77,Active
PLG-00577,DNR-01140,FND-001,2025-06-12,906.47,435.54,Active
PLG-00578,DNR-00495,FND-002,2023-09-13,1145.21,676.97,Active
PLG-00579,DNR-00832,FND-006,2025-02-24,281.32,74.54,Active
PLG-00580,DNR-00660,FND-004,2025-09-19,618.64,325.16,Active
PLG-00581,DNR-00044,FND-001,2025-01-26,568.78,130.8,Active
PLG-00582,DNR-00820,FND-008,2025-03-07,383.09,211.71,Active
PLG-00583,DNR-01196,FND-005,2026-05-07,6645.36,5990.47,Active
PLG-00584,DNR-00025,FND-004,2025-10-08,310.1,124.62,Active
PLG-00585,DNR-00110,FND-008,2026-02-14,1816.98,1538.07,Active
PLG-00586,DNR-00996,FND-004,2026-03-11,449.08,91.23,Active
PLG-00587,DNR-00405,FND-004,2023-09-14,224.39,101.1,Active
PLG-00588,DNR-00152,FND-008,2024-02-04,737.17,409.37,Active
PLG-00589,DNR-00107,FND-001,2025-01-20,1272.95,838.86,Active
PLG-00590,DNR-00191,FND-005,2025-02-06,1669.88,1157.01,Active
PLG-00591,DNR-00731,FND-006,2025-11-13,3172.47,1379.96,Active
PLG-00592,DNR-00478,FND-005,2025-10-11,12647.9,7059.95,Active
PLG-00593,DNR-00767,FND-003,2024-10-11,854.5,844.2,Active
PLG-00594,DNR-00055,FND-004,2024-10-22,342.72,224.15,Active
PLG-00595,DNR-00114,FND-005,2024-07-03,1046.15,510.68,Active
PLG-00596,DNR-00713,FND-004,2025-08-29,509.68,258.81,Active
PLG-00597,DNR-00979,FND-008,2024-10-25,1679.02,1299.74,Active
PLG-00598,DNR-01164,FND-005,2025-11-22,181.79,51.45,Active
PLG-00599,DNR-01038,FND-008,2024-05-07,7103.44,5367.19,Active
PLG-00600,DNR-01148,FND-006,2026-06-12,1565.64,1476.83,Active
PLG-00601,DNR-00499,FND-003,2026-03-08,123.47,61.85,Active
PLG-00602,DNR-00929,FND-002,2024-12-16,327.33,238.0,Active
PLG-00603,DNR-00495,FND-005,2024-08-15,1504.3,1144.83,Active
PLG-00604,DNR-00987,FND-007,2025-12-18,2156.72,1796.17,Active
PLG-00605,DNR-00749,FND-006,2024-01-24,186.38,177.02,Active
PLG-00606,DNR-00655,FND-008,2024-03-13,1356.99,789.98,Active
PLG-00607,DNR-00796,FND-003,2025-05-25,94.88,27.97,Active
PLG-00608,DNR-DUP003,FND-004,2025-07-29,608.3,133.58,Active
PLG-00609,DNR-00821,FND-004,2026-06-30,2022.41,1618.11,Active
PLG-00610,DNR-00209,FND-005,2025-05-02,383.17,289.36,Active
PLG-00611,DNR-00473,FND-004,2024-11-25,147.39,169.5,Paid in Full
PLG-00612,DNR-00203,FND-007,2025-09-22,769.86,561.33,Active
PLG-00613,DNR-00310,FND-006,2025-04-20,363.32,349.88,Active
PLG-00614,DNR-00113,FND-006,2023-08-18,1248.33,375.64,Active
PLG-00615,DNR-00110,FND-001,2023-10-07,274.42,191.25,Active
PLG-00616,DNR-00228,FND-001,2023-12-18,307.16,225.29,Active
PLG-00617,DNR-00851,FND-002,2026-01-27,88.15,75.31,Active
PLG-00618,DNR-00517,FND-002,2024-04-11,788.35,279.09,Active
PLG-00619,DNR-00003,FND-001,2026-05-14,566.28,542.52,Active
PLG-00620,DNR-01088,FND-005,2025-08-07,202.68,63.23,Active
PLG-00621,DNR-01149,FND-007,2026-03-06,807.38,699.0,Active
PLG-00622,DNR-00447,FND-002,2023-11-03,1857.66,561.54,Active
PLG-00623,DNR-00256,FND-008,2026-02-09,536.16,220.34,Active
PLG-00624,DNR-00846,FND-006,2025-04-10,869.72,834.02,Active
PLG-00625,DNR-00284,FND-003,2023-11-25,874.2,681.62,Active
PLG-00626,DNR-00279,FND-003,2023-08-12,199.47,163.1,Active
PLG-00627,DNR-01078,FND-007,2025-02-08,5200.89,2748.82,Active
PLG-00628,DNR-00458,FND-001,2024-05-14,415.36,123.47,Active
PLG-00629,DNR-00239,FND-007,2024-10-31,1281.92,450.81,Active
PLG-00630,DNR-DUP010,FND-002,2025-10-25,1435.42,773.47,Active
PLG-00631,DNR-00031,FND-004,2024-04-27,578.48,507.96,Active
PLG-00632,DNR-00139,FND-004,2024-07-02,1220.23,464.01,Active
PLG-00633,DNR-01093,FND-003,2025-10-01,850.5,835.2,Active
PLG-00634,DNR-00359,FND-007,2024-11-04,161.15,136.02,Active
PLG-00635,DNR-01163,FND-006,2024-06-03,477.1,271.41,Active
PLG-00636,DNR-00849,FND-005,2024-12-10,360.48,342.1,Active
PLG-00637,DNR-00509,FND-007,2025-12-07,419.16,184.86,Active
PLG-00638,DNR-00238,FND-002,2025-03-25,180.55,109.38,Active
PLG-00639,DNR-00095,FND-007,2024-12-09,2051.72,1695.79,Active
PLG-00640,DNR-00051,FND-006,2026-04-19,3301.04,724.4,Active
PLG-00641,DNR-00650,FND-006,2023-10-23,1768.71,1031.37,Active
PLG-00642,DNR-00342,FND-008,2026-06-21,2369.73,1935.45,Active
PLG-00643,DNR-00352,FND-006,2024-01-17,471.24,274.79,Active
PLG-00644,DNR-00546,FND-007,2024-10-25,352.04,264.2,Active
PLG-00645,DNR-00366,FND-007,2025-09-17,305.34,175.38,Active
PLG-00646,DNR-00390,FND-006,2026-05-07,1266.57,987.77,Active
PLG-00647,DNR-00014,FND-003,2025-04-15,834.69,365.23,Active
PLG-00648,DNR-01163,FND-008,2026-02-14,615.71,292.93,Active
PLG-00649,DNR-01170,FND-004,2025-07-05,2428.79,1981.04,Active
PLG-00650,DNR-00647,FND-006,2023-11-16,997.19,978.64,Active
PLG-00651,DNR-00300,FND-005,2026-01-10,287.53,187.31,Active
PLG-00652,DNR-00132,FND-008,2024-09-16,336.67,139.9,Active
PLG-00653,DNR-00934,FND-001,2024-09-20,1315.53,1302.52,Active
PLG-00654,DNR-00728,FND-007,2026-02-03,1885.09,1448.48,Active
PLG-00655,DNR-00329,FND-006,2025-02-17,1154.8,1028.09,Active
PLG-00656,DNR-00426,FND-001,2023-07-30,4433.25,3476.67,Active
PLG-00657,DNR-00511,FND-001,2026-05-06,3411.84,2164.58,Active
PLG-00658,DNR-00341,FND-005,2024-04-11,1033.84,785.24,Active
PLG-00659,DNR-00351,FND-002,2023-09-19,287.56,175.13,Active
PLG-00660,DNR-01069,FND-004,2023-12-18,179.47,163.39,Active
PLG-00661,DNR-00875,FND-006,2025-02-15,451.52,152.35,Active
PLG-00662,DNR-00006,FND-008,2024-03-30,1412.64,898.18,Active
PLG-00663,DNR-00047,FND-005,2024-04-08,4132.54,848.27,Active
PLG-00664,DNR-00143,FND-007,2024-05-24,1009.74,642.01,Active
PLG-00665,DNR-00429,FND-007,2025-04-29,2140.35,1267.18,Active
PLG-00666,DNR-00671,FND-006,2025-05-10,520.45,131.66,Active
PLG-00667,DNR-00038,FND-006,2023-12-13,1239.88,338.61,Active
PLG-00668,DNR-00622,FND-005,2024-03-20,1515.28,342.28,Active
PLG-00669,DNR-00426,FND-001,2023-07-27,91.87,27.84,Active
PLG-00670,DNR-00926,FND-003,2024-03-21,439.91,161.82,Active
PLG-00671,DNR-01084,FND-004,2023-07-06,1719.35,674.85,Active
PLG-00672,DNR-00557,FND-003,2025-01-13,875.21,668.93,Active
PLG-00673,DNR-00420,FND-002,2025-12-07,201.04,71.97,Active
PLG-00674,DNR-01148,FND-001,2024-02-15,58.55,47.66,Active
PLG-00675,DNR-00453,FND-002,2025-11-11,461.38,413.84,Active
PLG-00676,DNR-00790,FND-008,2025-03-17,619.19,540.05,Active
PLG-00677,DNR-00003,FND-005,2025-08-04,274.81,57.0,Active
PLG-00678,DNR-00039,FND-007,2024-01-20,767.46,324.45,Active
PLG-00679,DNR-00951,FND-001,2023-09-01,1103.66,605.6,Active
PLG-00680,DNR-00679,FND-001,2024-01-21,1300.74,973.76,Active
PLG-00681,DNR-01004,FND-007,2025-03-05,63.06,29.22,Active
PLG-00682,DNR-00349,FND-001,2024-03-22,178.7,56.14,Active
PLG-00683,DNR-00013,FND-006,2023-08-07,490.48,214.13,Active
PLG-00684,DNR-00836,FND-007,2024-01-19,1178.71,852.63,Active
PLG-00685,DNR-00251,FND-006,2024-05-28,1084.89,851.25,Active
PLG-00686,DNR-00501,FND-003,2024-03-29,1066.21,817.44,Active
PLG-00687,DNR-00099,FND-006,2026-04-26,453.31,330.25,Active
PLG-00688,DNR-00934,FND-008,2025-03-14,479.32,416.99,Active
PLG-00689,DNR-00118,FND-005,2026-04-13,321.07,124.58,Active
PLG-00690,DNR-00697,FND-004,2025-07-15,1433.96,1428.29,Active
PLG-00691,DNR-00238,FND-006,2024-05-21,264.94,62.89,Active
PLG-00692,DNR-00892,FND-003,2026-02-03,1556.25,1328.5,Active
PLG-00693,DNR-01103,FND-003,2025-10-01,818.81,455.47,Active
PLG-00694,DNR-00912,FND-005,2026-06-23,635.85,147.71,Active
PLG-00695,DNR-00041,FND-005,2025-07-04,344.91,231.11,Active
PLG-00696,DNR-01040,FND-001,2026-02-19,171.48,144.36,Active
PLG-00697,DNR-00139,FND-005,2024-03-25,348.05,102.39,Active
PLG-00698,DNR-00451,FND-006,2025-05-03,478.18,163.76,Active
PLG-00699,DNR-00747,FND-003,2023-10-01,62.24,60.23,Active
PLG-00700,DNR-01155,FND-007,2025-12-24,546.01,251.59,Active
PLG-00701,DNR-00181,FND-002,2024-07-20,1676.32,765.98,Active
PLG-00702,DNR-01123,FND-004,2023-08-07,1172.88,971.38,Active
PLG-00703,DNR-00958,FND-007,2024-04-18,404.96,310.57,Active
PLG-00704,DNR-00214,FND-002,2025-09-04,697.11,386.0,Active
PLG-00705,DNR-00731,FND-008,2023-09-18,381.39,76.45,Active
PLG-00706,DNR-00714,FND-003,2024-07-06,771.83,647.1,Active
PLG-00707,DNR-00777,FND-007,2023-11-02,3102.95,909.25,Active
PLG-00708,DNR-00558,FND-008,2025-12-03,1751.97,361.27,Active
PLG-00709,DNR-01040,FND-004,2023-07-15,1119.68,833.72,Active
PLG-00710,DNR-00576,FND-007,2024-02-02,406.31,304.52,Active
PLG-00711,DNR-01172,FND-008,2024-03-16,1408.02,1115.69,Active
PLG-00712,DNR-00673,FND-007,2023-10-08,123.12,70.58,Active
PLG-00713,DNR-00452,FND-004,2026-06-01,516.8,480.57,Active
PLG-00714,DNR-01064,FND-006,2024-04-24,1192.39,884.05,Active
PLG-00715,DNR-01149,FND-007,2026-05-15,1394.68,851.72,Active
PLG-00716,DNR-00529,FND-004,2026-02-12,1299.69,937.82,Active
PLG-00717,DNR-01165,FND-001,2023-07-09,893.22,461.56,Active
PLG-00718,DNR-00583,FND-005,2025-01-17,546.9,315.13,Active
PLG-00719,DNR-00518,FND-005,2025-01-18,1139.08,512.71,Active
PLG-00720,DNR-00926,FND-007,2024-06-13,256.5,73.94,Active
PLG-00721,DNR-00704,FND-005,2024-10-18,285.81,227.23,Active
PLG-00722,DNR-00727,FND-002,2025-09-08,707.5,310.01,Active
PLG-00723,DNR-00531,FND-004,2025-05-29,790.92,177.79,Active
PLG-00724,DNR-00429,FND-006,2023-10-19,107.17,71.14,Active
PLG-00725,DNR-01173,FND-007,2025-07-15,1048.53,597.29,Active
PLG-00726,DNR-01040,FND-004,2026-04-13,1440.48,871.53,Active
PLG-00727,DNR-01131,FND-002,2025-08-13,615.67,285.6,Active
PLG-00728,DNR-00447,FND-005,2023-09-18,7147.13,4156.49,Active
PLG-00729,DNR-00432,FND-001,2025-12-23,335.98,198.58,Active
PLG-00730,DNR-00955,FND-008,2025-09-02,463.55,334.56,Active
PLG-00731,DNR-00396,FND-006,2023-08-22,448.06,123.28,Active
PLG-00732,DNR-01041,FND-004,2025-09-02,616.35,708.8,Paid in Full
PLG-00733,DNR-00405,FND-006,2025-01-29,478.8,319.4,Active
PLG-00734,DNR-00838,FND-006,2024-03-23,162.91,34.36,Active
PLG-00735,DNR-00089,FND-003,2024-10-02,385.08,370.89,Active
PLG-00736,DNR-00284,FND-007,2025-04-06,603.28,162.64,Active
PLG-00737,DNR-00643,FND-006,2024-02-29,2272.36,809.99,Active
PLG-00738,DNR-00538,FND-001,2024-07-20,6016.39,2573.78,Active
PLG-00739,DNR-00549,FND-008,2026-03-24,2528.73,788.26,Active
PLG-00740,DNR-00676,FND-001,2024-11-09,306.32,79.6,Active
