gift_id,donor_id,fund_id,campaign_id,gift_date,gift_amount,gift_type
GFT-001480,DNR-00988,FND-002,CAM-003,2025-04-12,47.22,Cash
GFT-001481,DNR-01199,FND-008,CAM-004,2023-08-06,196.05,Cash
GFT-001482,DNR-00477,FND-001,CAM-001,2026-05-12,43.69,Cash
GFT-001483,DNR-00255,FND-005,CAM-001,2023-08-13,708.78,Cash
GFT-001484,DNR-00499,FND-002,,2025-11-24,117.23,Pledge Payment
GFT-001485,DNR-00768,FND-008,CAM-002,2024-04-07,587.11,Matching Gift
GFT-001486,DNR-00311,FND-007,CAM-001,2024-08-17,352.32,Cash
GFT-001487,DNR-00488,FND-008,CAM-003,2023-09-16,2284.73,Pledge Payment
GFT-001488,DNR-00570,FND-006,,2024-03-31,35.61,Pledge Payment
GFT-001489,DNR-00850,FND-005,,2026-06-01,62.13,Stock
GFT-001490,DNR-00679,FND-006,CAM-001,2024-10-12,548.86,Cash
GFT-001491,DNR-01105,FND-001,CAM-001,2024-08-25,262.37,Cash
GFT-001492,DNR-00782,FND-006,,2024-09-28,141.14,Cash
GFT-001493,DNR-00013,FND-002,CAM-005,2025-12-22,1728.13,Cash
GFT-001494,DNR-00395,FND-001,,2023-11-21,181.41,Pledge Payment
GFT-001495,DNR-00258,FND-002,,2024-08-22,76.87,Cash
GFT-001496,DNR-00484,FND-002,CAM-004,2024-08-22,595.97,Cash
GFT-001497,DNR-00638,FND-003,CAM-001,2026-02-11,188.19,Matching Gift
GFT-001498,DNR-00869,FND-003,CAM-001,2024-11-13,204.9,Cash
GFT-001499,DNR-00585,FND-008,CAM-001,2025-03-12,388.44,Pledge Payment
GFT-001500,DNR-00986,FND-002,CAM-003,2025-01-07,406.71,Matching Gift
GFT-001501,DNR-00774,FND-003,CAM-005,2025-09-23,61.29,Pledge Payment
GFT-001502,DNR-00866,FND-007,,2025-12-20,132.61,Pledge Payment
GFT-001503,DNR-00041,FND-007,CAM-004,2026-03-14,40.04,Cash
GFT-001504,DNR-00615,FND-003,CAM-006,2023-12-18,266.83,Cash
GFT-001505,DNR-00527,FND-007,CAM-005,2024-06-24,1461.98,Pledge Payment
GFT-001506,DNR-00929,FND-005,CAM-004,2025-03-18,63.9,Cash
GFT-001507,DNR-00148,FND-006,,2026-03-11,33.21,Cash
GFT-001508,DNR-00401,FND-003,CAM-001,2026-02-16,90.38,Pledge Payment
GFT-001509,DNR-00027,FND-006,CAM-005,2023-07-09,139.83,Pledge Payment
GFT-001510,DNR-00852,FND-007,CAM-003,2025-10-06,411.0,Stock
GFT-001511,DNR-01003,FND-005,,2025-08-25,124.83,Matching Gift
GFT-001512,DNR-00080,FND-002,CAM-004,2025-10-15,272.34,Cash
GFT-001513,DNR-00398,FND-007,CAM-002,2024-05-28,104.94,Cash
GFT-001514,DNR-01044,FND-008,CAM-003,2025-06-13,148.29,Cash
GFT-001515,DNR-00790,FND-007,CAM-001,2023-10-27,74.28,Stock
GFT-001516,DNR-00979,FND-001,CAM-003,2024-11-08,53.23,Stock
GFT-001517,DNR-00303,FND-005,CAM-005,2023-08-27,428.87,Stock
GFT-001518,DNR-00521,FND-004,,2024-04-27,112.82,Pledge Payment
GFT-001519,DNR-00240,FND-002,CAM-004,2023-07-26,295.67,Matching Gift
GFT-001520,DNR-DUP000,FND-002,CAM-006,2025-09-22,73.1,Pledge Payment
GFT-001521,DNR-00867,FND-003,CAM-004,2024-07-21,182.71,Pledge Payment
GFT-001522,DNR-00619,FND-007,CAM-002,2024-11-29,18.26,Cash
GFT-001523,DNR-00183,FND-002,CAM-003,2025-10-20,121.99,Stock
GFT-001524,DNR-00551,FND-004,CAM-004,2024-04-18,81.38,Stock
GFT-001525,DNR-00014,FND-003,CAM-005,2025-03-22,673.18,Pledge Payment
GFT-001526,DNR-00199,FND-002,CAM-004,2023-07-04,45.44,Stock
GFT-001527,DNR-00854,FND-005,CAM-004,2026-06-10,155.03,Stock
GFT-001528,DNR-00362,FND-006,,2024-06-14,263.11,Cash
GFT-001529,DNR-00406,FND-008,,2024-04-01,562.51,Pledge Payment
GFT-001530,DNR-00226,FND-008,CAM-001,2026-04-25,473.21,Cash
GFT-001531,DNR-00412,FND-001,,2024-07-15,168.82,Cash
GFT-001532,DNR-00532,FND-007,CAM-005,2024-07-27,196.4,Pledge Payment
GFT-001533,DNR-00341,FND-002,CAM-002,2024-02-09,672.42,Cash
GFT-001534,DNR-00774,FND-002,CAM-002,2023-12-23,165.32,Cash
GFT-001535,DNR-00701,FND-001,CAM-001,2023-11-09,220.65,Cash
GFT-001536,DNR-00994,FND-002,,2026-03-05,700.74,Pledge Payment
GFT-001537,DNR-00545,FND-001,,2023-11-03,2789.75,Cash
GFT-001538,DNR-00433,FND-001,CAM-004,2024-01-15,242.56,Stock
GFT-001539,DNR-00545,FND-008,CAM-005,2026-05-31,325.93,Cash
GFT-001540,DNR-00880,FND-006,CAM-003,2025-05-21,456.42,Stock
GFT-001541,DNR-00646,FND-004,CAM-003,2025-06-02,692.3,Cash
GFT-001542,DNR-00776,FND-001,CAM-003,2025-09-24,580.04,Stock
GFT-001543,DNR-00206,FND-001,CAM-005,2025-05-07,96.65,Cash
GFT-001544,DNR-00285,FND-001,,2025-09-30,261.35,Stock
GFT-001545,DNR-00573,FND-004,CAM-003,2026-06-21,585.05,Cash
GFT-001546,DNR-00974,FND-007,CAM-001,2026-01-11,895.94,Cash
GFT-001547,DNR-00660,FND-001,CAM-003,2023-07-07,155.34,Pledge Payment
GFT-001548,DNR-00667,FND-008,CAM-001,2023-10-02,254.26,Cash
GFT-001549,DNR-00820,FND-002,CAM-003,2026-03-19,289.01,Cash
GFT-001550,DNR-00976,FND-002,CAM-004,2025-11-23,189.31,Cash
GFT-001551,DNR-00400,FND-003,CAM-006,2025-02-21,246.93,Cash
GFT-001552,DNR-00066,FND-003,CAM-005,2026-04-29,17.36,Stock
GFT-001553,DNR-00618,FND-008,,2023-12-26,6421.47,Cash
GFT-001554,DNR-00237,FND-008,CAM-006,2025-12-30,2295.5,Matching Gift
GFT-001555,DNR-00499,FND-004,,2024-11-05,148.47,Pledge Payment
GFT-001556,DNR-00217,FND-007,,2023-12-31,161.26,Pledge Payment
GFT-001557,DNR-00669,FND-007,CAM-002,2024-05-24,29.91,Pledge Payment
GFT-001558,DNR-00528,FND-008,,2024-09-24,25.41,Cash
GFT-001559,DNR-01095,FND-008,,2024-04-04,313.11,Cash
GFT-001560,DNR-00459,FND-002,CAM-003,2025-05-12,588.01,Cash
GFT-001561,DNR-00782,FND-007,CAM-001,2025-08-11,465.83,Cash
GFT-001562,DNR-00531,FND-002,CAM-002,2024-09-30,72.89,Cash
GFT-001563,DNR-00229,FND-002,CAM-003,2023-12-27,433.76,Cash
GFT-001564,DNR-00238,FND-006,,2024-07-20,158.5,Cash
GFT-001565,DNR-00779,FND-001,CAM-002,2025-04-02,120.59,Cash
GFT-001566,DNR-DUP008,FND-004,CAM-004,2023-11-04,41.15,Cash
GFT-001567,DNR-00655,FND-006,,2025-11-14,82.59,Cash
GFT-001568,DNR-DUP009,FND-004,,2026-05-30,321.63,Cash
GFT-001569,DNR-00019,FND-008,CAM-003,2025-09-17,258.23,Cash
GFT-001570,DNR-00608,FND-004,CAM-005,2024-04-22,218.08,Cash
GFT-001571,DNR-00302,FND-005,,2026-01-19,16.53,Cash
GFT-001572,DNR-00656,FND-005,CAM-006,2023-09-09,220.59,Pledge Payment
GFT-001573,DNR-00561,FND-008,CAM-001,2024-03-09,95.15,Cash
GFT-001574,DNR-00597,FND-007,,2026-04-09,260.35,Matching Gift
GFT-001575,DNR-00313,FND-004,CAM-001,2025-05-13,719.19,Cash
GFT-001576,DNR-00367,FND-008,CAM-004,2023-10-16,110.71,Cash
GFT-001577,DNR-00327,FND-001,CAM-006,2025-03-04,203.12,Stock
GFT-001578,DNR-00692,FND-007,CAM-005,2025-09-11,1713.48,Stock
GFT-001579,DNR-00802,FND-007,,2025-06-13,245.94,Cash
GFT-001580,DNR-00580,FND-005,CAM-001,2026-06-16,176.88,Matching Gift
GFT-001581,DNR-00200,FND-003,CAM-003,2025-09-14,74.12,Cash
GFT-001582,DNR-00623,FND-008,,2023-10-19,448.37,Matching Gift
GFT-001583,DNR-00905,FND-008,CAM-002,2024-04-07,62.0,Cash
GFT-001584,DNR-00430,FND-004,CAM-001,2024-04-22,760.41,Cash
GFT-001585,DNR-00742,FND-002,,2023-07-19,376.6,Cash
GFT-001586,DNR-00875,FND-003,,2025-08-10,98.67,Stock
GFT-001587,DNR-00729,FND-008,,2024-01-13,76.69,Cash
GFT-001588,DNR-00241,FND-006,CAM-004,2023-10-16,78.6,Cash
GFT-001589,DNR-00828,FND-004,,2024-04-30,25.84,Cash
GFT-001590,DNR-00494,FND-007,CAM-005,2024-02-29,304.51,Cash
GFT-001591,DNR-00354,FND-007,,2025-03-11,18.48,Cash
GFT-001592,DNR-00783,FND-005,CAM-005,2026-02-04,164.9,Matching Gift
GFT-001593,DNR-00024,FND-002,,2025-07-22,153.65,Cash
GFT-001594,DNR-00250,FND-008,CAM-006,2023-12-17,126.55,Cash
GFT-001595,DNR-00048,FND-008,CAM-002,2024-10-03,302.11,Cash
GFT-001596,DNR-DUP014,FND-003,CAM-004,2024-01-10,98.93,Pledge Payment
GFT-001597,DNR-00889,FND-005,,2026-03-18,221.22,Cash
GFT-001598,DNR-00667,FND-002,CAM-006,2024-01-20,760.22,Matching Gift
GFT-001599,DNR-00831,FND-001,CAM-004,2024-07-13,345.43,Cash
GFT-001600,DNR-01001,FND-002,CAM-006,2026-06-20,115.16,Stock
GFT-001601,DNR-00425,FND-002,,2024-03-11,182.85,Pledge Payment
GFT-001602,DNR-00011,FND-008,CAM-003,2024-07-03,126.7,Matching Gift
GFT-001603,DNR-00081,FND-003,CAM-001,2024-03-08,151.29,Cash
GFT-001604,DNR-00180,FND-005,,2024-05-26,228.9,Cash
GFT-001605,DNR-00256,FND-005,CAM-003,2023-12-21,39.35,Cash
GFT-001606,DNR-00867,FND-001,CAM-001,2024-06-16,31.18,Cash
GFT-001607,DNR-00095,FND-005,CAM-006,2025-03-07,67.89,Cash
GFT-001608,DNR-00287,FND-008,CAM-003,2025-12-28,318.93,Cash
GFT-001609,DNR-00722,FND-004,,2026-06-05,372.59,Pledge Payment
GFT-001610,DNR-00486,FND-001,CAM-001,2023-09-30,442.25,Cash
GFT-001611,DNR-00614,FND-004,,2024-04-16,70.66,Cash
GFT-001612,DNR-DUP011,FND-006,CAM-002,2024-09-15,201.83,Cash
GFT-001613,DNR-00865,FND-002,CAM-006,2024-03-20,118.97,Cash
GFT-001614,DNR-00534,FND-007,,2024-12-04,158.21,Cash
GFT-001615,DNR-00935,FND-002,CAM-002,2025-09-27,116.76,Matching Gift
GFT-001616,DNR-00294,FND-004,,2025-11-18,243.77,Cash
GFT-001617,DNR-00395,FND-006,CAM-006,2025-01-02,86.74,Pledge Payment
GFT-001618,DNR-00860,FND-003,CAM-003,2024-05-31,657.79,Cash
GFT-001619,DNR-00777,FND-001,CAM-001,2025-12-05,665.19,Cash
GFT-001620,DNR-00554,FND-002,CAM-006,2023-12-06,307.66,Cash
GFT-001621,DNR-01124,FND-007,,2024-02-11,566.62,Cash
GFT-001622,DNR-00183,FND-006,CAM-003,2025-05-05,37.89,Cash
GFT-001623,DNR-00300,FND-004,CAM-002,2025-01-10,707.27,Cash
GFT-001624,DNR-00201,FND-007,CAM-001,2023-07-21,275.27,Cash
GFT-001625,DNR-00216,FND-002,,2025-08-14,92.23,Cash
GFT-001626,DNR-00628,FND-008,,2026-06-13,83.03,Pledge Payment
GFT-001627,DNR-00715,FND-005,CAM-006,2026-06-18,1063.86,Cash
GFT-001628,DNR-00203,FND-001,,2025-01-06,450.81,Stock
GFT-001629,DNR-00798,FND-003,CAM-003,2025-04-12,153.71,Stock
GFT-001630,DNR-01130,FND-007,CAM-005,2026-06-23,37.47,Cash
GFT-001631,DNR-00531,FND-001,CAM-006,2024-03-18,754.21,Cash
GFT-001632,DNR-00259,FND-003,CAM-004,2024-05-14,53.63,Pledge Payment
GFT-001633,DNR-00109,FND-006,CAM-001,2024-12-29,121.26,Pledge Payment
GFT-001634,DNR-00938,FND-003,CAM-005,2025-11-03,153.48,Cash
GFT-001635,DNR-00960,FND-005,CAM-002,2025-06-24,81.75,Cash
GFT-001636,DNR-01067,FND-004,CAM-002,2025-11-23,146.21,Cash
GFT-001637,DNR-00626,FND-007,CAM-003,2023-12-26,179.87,Cash
GFT-001638,DNR-00163,FND-999,CAM-001,2024-01-01,143.0,Cash
GFT-001639,DNR-00339,FND-001,,2024-01-08,257.62,Stock
GFT-001640,DNR-01135,FND-008,,2025-02-05,1117.64,Pledge Payment
GFT-001641,DNR-01042,FND-003,CAM-005,2025-11-15,39.28,Cash
GFT-001642,DNR-01055,FND-002,CAM-004,2026-04-15,215.62,Matching Gift
GFT-001643,DNR-00390,FND-001,CAM-004,2023-07-29,54.21,Pledge Payment
GFT-001644,DNR-00707,FND-004,CAM-006,2026-06-29,35.71,Cash
GFT-001645,DNR-00919,FND-003,CAM-006,2023-09-25,515.44,Cash
GFT-001646,DNR-00359,FND-002,CAM-003,2024-10-03,236.82,Cash
GFT-001647,DNR-01053,FND-006,,2024-03-30,33.58,Pledge Payment
GFT-001648,DNR-01015,FND-007,,2025-11-12,146.07,Matching Gift
GFT-001649,DNR-00232,FND-006,CAM-001,2025-08-03,23.85,Matching Gift
GFT-001650,DNR-00595,FND-005,CAM-005,2024-02-27,68.08,Cash
GFT-001651,DNR-00543,FND-004,,2025-02-21,16.19,Matching Gift
GFT-001652,DNR-00446,FND-005,CAM-006,2025-09-14,151.66,Pledge Payment
GFT-001653,DNR-00949,FND-008,,2023-09-11,388.44,Cash
GFT-001654,DNR-00013,FND-008,CAM-003,2025-06-28,344.06,Cash
GFT-001655,DNR-00725,FND-002,,2025-03-03,117.64,Pledge Payment
GFT-001656,DNR-00382,FND-007,CAM-003,2025-06-16,545.55,Matching Gift
GFT-001657,DNR-00208,FND-007,CAM-005,2023-07-19,839.49,Stock
GFT-001658,DNR-00174,FND-003,CAM-004,2024-08-08,396.08,Stock
GFT-001659,DNR-00999,FND-001,,2024-03-10,98.32,Cash
GFT-001660,DNR-00464,FND-008,CAM-004,2024-11-24,157.11,Pledge Payment
GFT-001661,DNR-00613,FND-006,CAM-004,2025-08-05,1070.9,Cash
GFT-001662,DNR-01099,FND-005,,2024-07-08,127.2,Pledge Payment
GFT-001663,DNR-00900,FND-003,,2025-12-15,345.33,Cash
GFT-001664,DNR-00889,FND-001,CAM-003,2025-06-24,80.6,Cash
GFT-001665,DNR-00227,FND-004,CAM-002,2024-08-10,550.28,Cash
GFT-001666,DNR-00274,FND-007,CAM-004,2023-09-21,71.56,Cash
GFT-001667,DNR-00065,FND-003,CAM-001,2025-05-09,164.65,Cash
GFT-001668,DNR-00545,FND-002,CAM-004,2026-03-08,331.34,Stock
GFT-001669,DNR-01127,FND-008,,2026-03-28,1395.56,Cash
GFT-001670,DNR-00819,FND-007,,2025-04-26,231.98,Cash
GFT-001671,DNR-00221,FND-001,,2024-02-10,135.79,Cash
GFT-001672,DNR-00705,FND-001,CAM-001,2024-05-14,125.21,Cash
GFT-001673,DNR-00701,FND-007,,2023-10-15,521.3,Pledge Payment
GFT-001674,DNR-00984,FND-005,CAM-002,2025-12-06,301.49,Cash
GFT-001675,DNR-00170,FND-007,CAM-001,2026-03-22,379.44,Pledge Payment
GFT-001676,DNR-01048,FND-003,CAM-001,2024-05-08,973.44,Pledge Payment
GFT-001677,DNR-00236,FND-005,CAM-001,2025-01-26,193.66,Cash
GFT-001678,DNR-00407,FND-008,,2025-11-25,277.87,Pledge Payment
GFT-001679,DNR-00372,FND-004,,2026-04-24,123.42,Stock
GFT-001680,DNR-00247,FND-003,CAM-004,2024-10-12,77.49,Pledge Payment
GFT-001681,DNR-00561,FND-004,,2023-09-17,94.0,Stock
GFT-001682,DNR-00037,FND-004,,2025-11-20,13.07,Cash
GFT-001683,DNR-00779,FND-007,CAM-006,2023-10-13,327.47,Cash
GFT-001684,DNR-00474,FND-004,CAM-003,2025-03-19,290.33,Cash
GFT-001685,DNR-00982,FND-001,CAM-006,2025-11-19,319.52,Cash
GFT-001686,DNR-00106,FND-005,,2025-11-21,72.41,Pledge Payment
GFT-001687,DNR-00745,FND-005,CAM-003,2025-01-02,95.71,Cash
GFT-001688,DNR-00506,FND-006,,2025-11-03,92.52,Cash
GFT-001689,DNR-00084,FND-001,,2024-07-07,619.26,Pledge Payment
GFT-001690,DNR-00435,FND-005,CAM-005,2025-04-19,222.53,Cash
GFT-001691,DNR-00207,FND-007,,2025-01-24,191.38,Cash
GFT-001692,DNR-01007,FND-006,CAM-003,2024-11-28,422.3,Cash
GFT-001693,DNR-00229,FND-002,,2025-03-15,92.85,Cash
GFT-001694,DNR-00679,FND-006,CAM-003,2024-03-23,270.27,Cash
GFT-001695,DNR-00762,FND-004,CAM-002,2026-06-18,1663.71,Cash
GFT-001696,DNR-01197,FND-007,,2024-09-03,749.73,Cash
GFT-001697,DNR-00268,FND-002,,2024-02-03,265.69,Pledge Payment
GFT-001698,DNR-00396,FND-008,,2024-07-25,199.41,Matching Gift
GFT-001699,DNR-01120,FND-006,CAM-002,2023-12-01,316.36,Cash
GFT-001700,DNR-00414,FND-003,,2026-02-26,890.73,Pledge Payment
GFT-001701,DNR-00393,FND-007,CAM-006,2024-03-18,811.45,Cash
GFT-001702,DNR-01148,FND-006,CAM-003,2024-11-29,1101.77,Cash
GFT-001703,DNR-00241,FND-007,,2026-01-04,236.79,Cash
GFT-001704,DNR-00859,FND-001,,2026-03-15,18.35,Stock
GFT-001705,DNR-00265,FND-005,,2025-01-12,1503.86,Cash
GFT-001706,DNR-00390,FND-007,CAM-005,2023-11-02,77.32,Cash
GFT-001707,DNR-01052,FND-002,,2026-06-25,20.63,Matching Gift
GFT-001708,DNR-01044,FND-007,CAM-006,2025-12-13,414.14,Matching Gift
GFT-001709,DNR-00821,FND-005,CAM-001,2025-09-07,18.7,Pledge Payment
GFT-001710,DNR-00008,FND-003,CAM-001,2024-07-11,187.04,Cash
GFT-001711,DNR-01051,FND-008,CAM-006,2023-07-19,18.44,Matching Gift
GFT-001712,DNR-00531,FND-005,CAM-001,2026-06-10,127.44,Cash
GFT-001713,DNR-00550,FND-002,,2025-02-26,1105.13,Cash
GFT-001714,DNR-00094,FND-004,CAM-002,2024-10-01,269.54,Cash
GFT-001715,DNR-00304,FND-005,,2023-09-19,184.9,Pledge Payment
GFT-001716,DNR-00106,FND-004,CAM-001,2025-01-04,304.87,Cash
GFT-001717,DNR-00238,FND-001,CAM-003,2026-06-29,9.26,Cash
GFT-001718,DNR-00665,FND-002,CAM-006,2025-07-25,90.66,Cash
GFT-001719,DNR-00274,FND-007,CAM-002,2024-12-22,105.94,Cash
GFT-001720,DNR-00118,FND-001,CAM-003,2025-04-25,363.82,Cash
GFT-001721,DNR-00573,FND-003,CAM-002,2024-09-22,61.34,Cash
GFT-001722,DNR-01101,FND-002,CAM-004,2023-08-02,225.55,Cash
GFT-001723,DNR-01129,FND-004,CAM-005,2024-12-09,166.17,Stock
GFT-001724,DNR-00665,FND-005,CAM-001,2024-09-24,95.87,Cash
GFT-001725,DNR-00319,FND-008,CAM-001,2025-09-17,102.57,Cash
GFT-001726,DNR-00755,FND-003,CAM-005,2025-12-05,164.53,Pledge Payment
GFT-001727,DNR-01016,FND-003,CAM-005,2024-01-08,23.64,Cash
GFT-001728,DNR-00361,FND-004,CAM-005,2024-07-13,429.21,Cash
GFT-001729,DNR-00578,FND-001,CAM-002,2024-07-04,76.76,Pledge Payment
GFT-001730,DNR-00364,FND-007,CAM-001,2024-05-29,136.21,Matching Gift
GFT-001731,DNR-00294,FND-002,CAM-004,2023-11-20,1051.94,Cash
GFT-001732,DNR-00932,FND-007,,2024-11-14,438.05,Pledge Payment
GFT-001733,DNR-00282,FND-001,,2026-06-13,51.1,Pledge Payment
GFT-001734,DNR-00787,FND-001,,2025-08-12,7.98,Cash
GFT-001735,DNR-00090,FND-003,CAM-001,2023-07-28,320.1,Cash
GFT-001736,DNR-00549,FND-003,,2023-12-19,142.07,Cash
GFT-001737,DNR-00218,FND-006,,2023-07-20,227.06,Cash
GFT-001738,DNR-00286,FND-008,CAM-005,2024-08-18,420.93,Cash
GFT-001739,DNR-00630,FND-006,CAM-005,2024-05-30,505.57,Pledge Payment
GFT-001740,DNR-00500,FND-001,CAM-006,2024-05-12,114.82,Cash
GFT-001741,DNR-01114,FND-002,,2024-12-29,161.62,Pledge Payment
GFT-001742,DNR-00211,FND-005,,2023-09-30,279.4,Cash
GFT-001743,DNR-00851,FND-003,,2026-05-13,300.76,Pledge Payment
GFT-001744,DNR-00050,FND-004,CAM-004,2024-10-02,224.6,Cash
GFT-001745,DNR-00302,FND-006,CAM-002,2025-08-28,905.44,Cash
GFT-001746,DNR-00788,FND-002,CAM-005,2024-10-05,296.93,Stock
GFT-001747,DNR-00226,FND-004,,2024-06-12,413.6,Pledge Payment
GFT-001748,DNR-00732,FND-002,CAM-003,2025-01-28,246.46,Cash
GFT-001749,DNR-00739,FND-002,,2024-02-28,60.89,Matching Gift
GFT-001750,DNR-00365,FND-007,CAM-006,2024-05-05,90.36,Pledge Payment
GFT-001751,DNR-00372,FND-007,,2025-05-16,49.0,Cash
GFT-001752,DNR-00588,FND-006,,2025-03-09,577.89,Pledge Payment
GFT-001753,DNR-01023,FND-006,CAM-002,2025-01-06,33.4,Pledge Payment
GFT-001754,DNR-00005,FND-003,,2023-12-04,154.56,Cash
GFT-001755,DNR-00303,FND-007,CAM-005,2025-04-16,121.58,Cash
GFT-001756,DNR-00138,FND-002,CAM-004,2026-03-06,19.92,Matching Gift
GFT-001757,DNR-00297,FND-002,CAM-003,2025-01-21,118.25,Cash
GFT-001758,DNR-00373,FND-007,CAM-003,2024-03-18,129.52,Pledge Payment
GFT-001759,DNR-01013,FND-007,CAM-005,2025-04-14,1148.88,Cash
GFT-001760,DNR-00683,FND-003,CAM-001,2025-10-25,22.14,Cash
GFT-001761,DNR-00858,FND-008,CAM-006,2025-08-23,766.84,Stock
GFT-001762,DNR-01009,FND-004,CAM-004,2026-06-28,141.63,Cash
GFT-001763,DNR-01190,FND-007,CAM-006,2023-12-19,466.63,Cash
GFT-001764,DNR-00179,FND-004,CAM-003,2024-09-22,197.9,Stock
GFT-001765,DNR-00417,FND-001,CAM-003,2023-07-06,54.14,Matching Gift
GFT-001766,DNR-00274,FND-002,,2026-02-25,864.85,Cash
GFT-001767,DNR-00740,FND-003,CAM-002,2025-06-15,705.02,Pledge Payment
GFT-001768,DNR-00296,FND-007,CAM-001,2026-01-28,58.26,Matching Gift
GFT-001769,DNR-00460,FND-001,,2024-09-04,348.99,Pledge Payment
GFT-001770,DNR-00294,FND-007,,2024-02-26,94.74,Cash
GFT-001771,DNR-00762,FND-001,,2025-11-16,34.8,Cash
GFT-001772,DNR-00977,FND-003,,2023-11-29,76.96,Matching Gift
GFT-001773,DNR-00749,FND-003,,2024-04-26,801.26,Matching Gift
GFT-001774,DNR-00158,FND-001,CAM-004,2024-11-13,480.49,Cash
GFT-001775,DNR-00374,FND-008,,2024-05-02,131.15,Stock
GFT-001776,DNR-00614,FND-008,CAM-004,2026-06-15,806.13,Cash
GFT-001777,DNR-00910,FND-001,CAM-002,2025-05-21,639.47,Cash
GFT-001778,DNR-00320,FND-001,,2024-02-13,77.08,Pledge Payment
GFT-001779,DNR-01031,FND-003,,2024-06-20,1088.55,Cash
GFT-001780,DNR-00868,FND-008,CAM-006,2025-09-19,120.31,Cash
GFT-001781,DNR-01172,FND-005,CAM-001,2024-12-10,138.8,Cash
GFT-001782,DNR-00322,FND-005,,2025-11-14,22.67,Cash
GFT-001783,DNR-00774,FND-003,CAM-001,2026-06-03,92.91,Pledge Payment
GFT-001784,DNR-00115,FND-004,CAM-004,2025-09-28,155.86,Stock
GFT-001785,DNR-01146,FND-002,CAM-005,2024-07-11,254.28,Pledge Payment
GFT-001786,DNR-00642,FND-007,CAM-004,2026-03-04,54.32,Cash
GFT-001787,DNR-00112,FND-006,CAM-004,2024-06-02,80.74,Cash
GFT-001788,DNR-00553,FND-002,,2024-08-02,1120.83,Cash
GFT-001789,DNR-00743,FND-006,,2023-12-07,588.4,Cash
GFT-001790,DNR-00578,FND-003,CAM-006,2024-11-02,734.42,Cash
GFT-001791,DNR-00134,FND-004,,2024-02-04,170.46,Cash
GFT-001792,DNR-00385,FND-004,,2025-03-25,262.89,Matching Gift
GFT-001793,DNR-00552,FND-002,,2024-11-04,358.09,Pledge Payment
GFT-001794,DNR-00094,FND-001,CAM-003,2026-03-17,1099.04,Stock
GFT-001795,DNR-00633,FND-001,CAM-003,2024-01-07,34.1,Cash
GFT-001796,DNR-00816,FND-004,CAM-003,2025-01-29,10.04,Matching Gift
GFT-001797,DNR-00729,FND-003,,2025-09-08,102.9,Stock
GFT-001798,DNR-00835,FND-002,CAM-006,2025-05-09,236.96,Cash
GFT-001799,DNR-00049,FND-007,CAM-005,2024-05-03,199.28,Cash
GFT-001800,DNR-00595,FND-003,,2023-09-15,79.71,Stock
GFT-001801,DNR-00162,FND-002,CAM-001,2026-02-03,323.5,Pledge Payment
GFT-001802,DNR-00289,FND-003,CAM-006,2024-09-14,107.22,Cash
GFT-001803,DNR-01072,FND-006,CAM-005,2026-05-23,183.85,Cash
GFT-001804,DNR-00695,FND-005,CAM-003,2024-03-25,307.3,Cash
GFT-001805,DNR-00082,FND-007,CAM-001,2025-11-29,112.61,Cash
GFT-001806,DNR-00154,FND-003,CAM-005,2024-08-31,434.07,Cash
GFT-001807,DNR-00031,FND-003,CAM-002,2024-01-16,536.47,Cash
GFT-001808,DNR-01022,FND-002,CAM-005,2023-12-26,82.83,Cash
GFT-001809,DNR-00348,FND-005,,2025-04-03,106.42,Matching Gift
GFT-001810,DNR-00574,FND-006,CAM-003,2023-11-17,62.62,Cash
GFT-001811,DNR-00146,FND-003,CAM-005,2023-12-30,179.43,Cash
GFT-001812,DNR-00970,FND-005,CAM-005,2024-12-10,254.09,Stock
GFT-001813,DNR-00254,FND-008,,2024-04-13,1332.42,Matching Gift
GFT-001814,DNR-00588,FND-007,CAM-004,2025-07-14,124.32,Cash
GFT-001815,DNR-00903,FND-006,CAM-006,2024-03-21,246.21,Cash
GFT-001816,DNR-00766,FND-002,CAM-004,2025-04-03,103.53,Cash
GFT-001817,DNR-00922,FND-005,,2026-05-02,107.06,Cash
GFT-001818,DNR-00502,FND-001,,2023-10-25,269.19,Pledge Payment
GFT-001819,DNR-00596,FND-007,,2024-02-01,114.63,Pledge Payment
GFT-001820,DNR-00150,FND-004,CAM-004,2025-09-25,169.11,Cash
GFT-001821,DNR-00192,FND-006,CAM-005,2026-02-01,280.17,Cash
GFT-001822,DNR-01096,FND-008,,2026-02-14,242.23,Cash
GFT-001823,DNR-00370,FND-002,CAM-004,2023-12-23,13.12,Stock
GFT-001824,DNR-00409,FND-007,CAM-003,2025-12-04,105.06,Stock
GFT-001825,DNR-00650,FND-006,CAM-005,2023-11-10,606.09,Matching Gift
GFT-001826,DNR-00976,FND-002,CAM-002,2024-09-08,32.39,Matching Gift
GFT-001827,DNR-00079,FND-003,CAM-005,2026-01-16,6.63,Cash
GFT-001828,DNR-00438,FND-006,,2024-04-24,339.78,Matching Gift
GFT-001829,DNR-00128,FND-006,CAM-004,2025-08-17,236.99,Cash
GFT-001830,DNR-00438,FND-001,CAM-001,2026-02-24,54.64,Cash
GFT-001831,DNR-00867,FND-005,CAM-002,2023-08-16,204.71,Cash
GFT-001832,DNR-00172,FND-003,,2024-06-25,91.02,Cash
